"","x","y","V.s.Barcoda","Precis.Barcode","Casherb","Casno","Family","Clade","Scientific.Name","Taxon","Latitude.Decimal","Longitude.Decimal","Reference.Acc"
"1712",19.88111111,-34.51583333,8002932,"NBG0212656-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-34.51583333,19.88111111,"GPS"
"1713",18.9,-34.31666667,8002926,"NBG0182625-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-34.31666667,18.9,"GPS"
"1714",19.001189,-34.312115,8002927,"NBG0182592-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-34.312115,19.001189,"501-2000m"
"1715",19.120075,-34.30944,8003011,"NBG0151354-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-34.30944,19.120075,"501-2000m"
"1716",18.888677,-34.236239,8002990,"NBG0019188-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-34.236239,18.888677,"501-2000m"
"1717",18.895397,-34.235858,8002977,"NBG0182594-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-34.235858,18.895397,"501-2000m"
"1718",18.98916667,-34.04333333,8003008,"NBG0201217-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-34.04333333,18.98916667,"GPS"
"1719",19.045076,-34.028298,8002945,"PRE0051461-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-34.028298,19.045076,"501-2000m"
"1720",18.989579,-34.017197,8002979,"NBG0182605-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-34.017197,18.989579,"501-2000m"
"1721",19.029489,-34.016466,8002980,"NBG0182595-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-34.016466,19.029489,"501-2000m"
"1722",20.726765,-33.985611,8002970,"NBG0182587-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.985611,20.726765,"501-2000m"
"1723",18.403466,-33.979946,8002944,"PRE0051459-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.979946,18.403466,"501-2000m"
"1724",18.415242,-33.977468,8002959,"NBG0149953-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.977468,18.415242,"<500m"
"1725",20.707413,-33.975115,8003005,"NBG0134890-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.975115,20.707413,"501-2000m"
"1726",18.418837,-33.973185,8003002,"NBG0149633-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.973185,18.418837,"<500m"
"1727",19.496973,-33.971594,8002976,"NBG0182606-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.971594,19.496973,"501-2000m"
"1728",18.411066,-33.968416,8002994,"PRE0051460-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.968416,18.411066,"501-2000m"
"1729",18.418904,-33.959115,8003036,"SAM0028054-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.959115,18.418904,"501-2000m"
"1730",20.846245,-33.956009,8003032,"PRE0813646-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.956009,20.846245,"501-2000m"
"1731",21.18888889,-33.95555556,8002933,"NBG0197084-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.95555556,21.18888889,"GPS"
"1732",20.810311,-33.945945,8002971,"NBG0182591-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.945945,20.810311,"501-2000m"
"1733",19.158248,-33.909597,8003003,"NBG0148462-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.909597,19.158248,"501-2000m"
"1734",19.16013,-33.882843,8003004,"NBG0201211-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.882843,19.16013,"501-2000m"
"1735",22.030671,-33.871981,8002966,"PRE0763003-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.871981,22.030671,"501-2000m"
"1736",22.800233,-33.841271,8002956,"PRE0051455-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.841271,22.800233,"<500m"
"1737",18.914936,-33.727743,8002929,"NBG0196766-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.727743,18.914936,"501-2000m"
"1738",22.741686,-33.648554,8003029,"PRE0834525-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.648554,22.741686,"501-2000m"
"1739",19.125,-33.602487,8003001,"NBG0149628-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.602487,19.125,"<500m"
"1740",20.311357,-33.390501,8003038,"NBG0140580-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.390501,20.311357,"501-2000m"
"1741",22.24305556,-33.32777778,8002935,"NBG0197073-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.32777778,22.24305556,"GPS"
"1742",19.091371,-33.067131,8002984,"SAM0011318-0","","","Orchidacaeae","Coryciinae","Pterygodium acutifolium Lindl. ","PteryAcuti",-33.067131,19.091371,"501-2000m"
"1743",19.140709,-34.151074,8003363,"PRE0812779-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-34.151074,19.140709,"501-2000m"
"1744",19.146807,-34.149304,8003536,"NBG0182309-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-34.149304,19.146807,"501-2000m"
"1745",19.144291,-34.148984,8003365,"NBG0182624-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-34.148984,19.144291,"501-2000m"
"1746",19.60575,-34.035044,8003450,"NBG0121150-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-34.035044,19.60575,"501-2000m"
"1747",20.455349,-33.997504,8003545,"NBG0057782-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.997504,20.455349,"501-2000m"
"1748",18.97383,-33.992568,8003359,"PRE0812925-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.992568,18.97383,"501-2000m"
"1749",18.972782,-33.991763,8003360,"NBG0182726-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.991763,18.972782,"501-2000m"
"1750",20.45248,-33.989392,8003524,"NBG0182719-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.989392,20.45248,"501-2000m"
"1751",18.414479,-33.978399,8003382,"SAM0056104-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.978399,18.414479,"<500m"
"1752",20.701355,-33.972275,8003349,"PRE0584515-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.972275,20.701355,"501-2000m"
"1753",18.984661,-33.971704,8003355,"PRE0813183-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.971704,18.984661,"501-2000m"
"1754",19.521262,-33.970293,8003497,"PRE0051495-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.970293,19.521262,"501-2000m"
"1755",18.439485,-33.954206,8003547,"SAM0022103-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.954206,18.439485,"501-2000m"
"1756",18.92277,-33.934297,8003477,"NBG0153584-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.934297,18.92277,"501-2000m"
"1757",19.158248,-33.909597,8003478,"NBG0148464-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.909597,19.158248,"501-2000m"
"1758",19.156225,-33.896483,8003482,"NBG0201058-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.896483,19.156225,"501-2000m"
"1759",19.16027778,-33.89194444,8003480,"NBG0201062-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.89194444,19.16027778,"GPS"
"1760",19.159981,-33.88427,8003479,"NBG0201214-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.88427,19.159981,"501-2000m"
"1761",19.062544,-33.810732,8003452,"PRE0813212-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.810732,19.062544,"501-2000m"
"1762",19.059877,-33.809618,8003453,"NBG0182313-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.809618,19.059877,"501-2000m"
"1763",18.905115,-33.795383,8003424,"NBG0182696-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.795383,18.905115,"501-2000m"
"1764",19.184903,-33.677551,8003391,"NBG0211681-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.677551,19.184903,"501-2000m"
"1765",19.1,-33.60833333,8003294,"NBG0196696-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.60833333,19.1,"GPS"
"1766",19.119196,-33.600068,8003471,"NBG0151352-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.600068,19.119196,"<500m"
"1767",19.10638889,-33.59861111,8003292,"NBG0196990-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-33.59861111,19.10638889,"GPS"
"1768",19.052502,-32.968785,8003462,"NBG0182648-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-32.968785,19.052502,"501-2000m"
"1769",19.195864,-32.963986,8003461,"NBG0151403-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-32.963986,19.195864,"501-2000m"
"1770",19.04432,-32.900401,8003380,"SAM0065628-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-32.900401,19.04432,"501-2000m"
"1771",19.050196,-32.895992,8003460,"NBG0158949-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-32.895992,19.050196,"501-2000m"
"1772",19.26666667,-32.53888889,8003437,"NBG0197103-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-32.53888889,19.26666667,"GPS"
"1773",19.058791,-31.445439,8003438,"NBG0170288-0","","","Orchidacaeae","Coryciinae","Pterygodium catholicum (L.) Sw. ","PteryCatho",-31.445439,19.058791,"501-2000m"
"1774",20.587579,-34.416833,8003687,"NBG0182454-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-34.416833,20.587579,"501-2000m"
"1775",18.998561,-33.986231,8003698,"SAM0056875-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.986231,18.998561,"<500m"
"1776",19.506174,-33.971228,8003667,"PRE0612957-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.971228,19.506174,"501-2000m"
"1777",18.411066,-33.968416,8003669,"PRE0708152-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.968416,18.411066,"501-2000m"
"1778",18.998898,-33.942703,8003663,"PRE0050437-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.942703,18.998898,"501-2000m"
"1779",19.536946,-33.93917,8003686,"NBG0182450-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.93917,19.536946,"501-2000m"
"1780",18.924012,-33.93601,8003694,"NBG0158586-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.93601,18.924012,"501-2000m"
"1781",19.15833333,-33.88333333,8003654,"NBG0196693-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.88333333,19.15833333,"GPS"
"1782",19.062544,-33.810732,8003693,"PRE0813211-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.810732,19.062544,"501-2000m"
"1783",19.171335,-33.704756,8003660,"NBG0057790-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.704756,19.171335,"501-2000m"
"1784",19.886671,-33.625488,8003674,"SAM0049592-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.625488,19.886671,"501-2000m"
"1785",20.724474,-33.498287,8003683,"NBG0182455-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.498287,20.724474,"501-2000m"
"1786",19.395014,-33.213364,8003657,"NBG0057787-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-33.213364,19.395014,"501-2000m"
"1787",18.737796,-32.774743,8003677,"PRE0050432-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-32.774743,18.737796,"501-2000m"
"1788",18.575791,-32.718566,8003681,"NBG0182453-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-32.718566,18.575791,"501-2000m"
"1789",19.171237,-32.683012,8003673,"SAM0056711-0","","","Orchidacaeae","Coryciinae","Pterygodium platypetalum Lindl. ","PteryPlaty",-32.683012,19.171237,"501-2000m"
"1790",19.648043,-34.733254,8019465,"NBG-226255","NBG","226255","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.733254,19.648043,"501-2000m"
"1791",18.866181,-34.31269,8019466,"PRE-836382","PRE","836382","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.31269,18.866181,"501-2000m"
"1792",18.865958,-34.312544,8019454,"NBG-226076","NBG","226076","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.312544,18.865958,"501-2000m"
"1793",19.022833,-34.310629,8019482,"NBG-225968","NBG","225968","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.310629,19.022833,"501-2000m"
"1794",18.990597,-34.306123,8019483,"NBG-226163","NBG","226163","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.306123,18.990597,"501-2000m"
"1795",18.938141,-34.28852,8019285,"PRE-483790","PRE","483790","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.28852,18.938141,"<500m"
"1796",18.982166,-34.257031,8019450,"NBG-226265","NBG","226265","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.257031,18.982166,"501-2000m"
"1797",18.9833,-34.25,8019501,"PRE-66004","PRE","66004","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.25,18.9833,"501-2000m"
"1798",19.151719,-34.233304,8019426,"NBG-226032","NBG","226032","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.233304,19.151719,"501-2000m"
"1799",19.152246,-34.231497,8019427,"PRE-488946","PRE","488946","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.231497,19.152246,"<500m"
"1800",19.14,-34.15,8019499,"PRE-66001","PRE","66001","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.15,19.14,"<500m"
"1801",19.151072,-34.148002,8019318,"PRE-66003","PRE","66003","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.148002,19.151072,"501-2000m"
"1802",18.971873,-34.089617,8019343,"NBG-225957","NBG","225957","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.089617,18.971873,"501-2000m"
"1803",18.972045,-34.089603,8019351,"PRE-836619","PRE","836619","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.089603,18.972045,"501-2000m"
"1804",19.038988,-34.082524,8019457,"NBG-74973","NBG","74973","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.082524,19.038988,"501-2000m"
"1805",19.038999,-34.082479,8019459,"NBG-225942","NBG","225942","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.082479,19.038999,"501-2000m"
"1806",19.020803,-34.046223,8019407,"NBG-226159","NBG","226159","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.046223,19.020803,"<500m"
"1807",19.016379,-34.046099,8019511,"PRE-622649","PRE","622649","Restionaceae","Restio","Restio egregius Hochst.","RestiEgreg",-34.046099,19.016379,"<500m"
"1808",23.802603,-33.638773,8019580,"PRE-64961","PRE","64961","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.638773,23.802603,"501-2000m"
"1809",23.812278,-33.63719,8019579,"PRE-64960","PRE","64960","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.63719,23.812278,"501-2000m"
"1810",24.393767,-33.584183,8019366,"PRE-834901","PRE","834901","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.584183,24.393767,"<500m"
"1811",20.620586,-33.509718,8019567,"PRE-804919","PRE","804919","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.509718,20.620586,"<500m"
"1812",21.399506,-33.39855,8019286,"SAM-9077","SAM","9077","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.39855,21.399506,"<500m"
"1813",21.367874,-33.398156,8019572,"PRE-63540","PRE","63540","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.398156,21.367874,"501-2000m"
"1814",22.05242,-33.355234,8019581,"PRE-239351","PRE","239351","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.355234,22.05242,"501-2000m"
"1815",22.045942,-33.349899,8019551,"SAM-7788","SAM","7788","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.349899,22.045942,"501-2000m"
"1816",21.418368,-33.342251,8019571,"PRE-63539","PRE","63539","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.342251,21.418368,"501-2000m"
"1817",19.508153,-33.275799,8019334,"PRE-664543","PRE","664543","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.275799,19.508153,"501-2000m"
"1818",19.734176,-33.265291,8019565,"NBG-214848","NBG","214848","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-33.265291,19.734176,"501-2000m"
"1819",19.490522,-32.964133,8019260,"NBG-197700","NBG","197700","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-32.964133,19.490522,"GPS"
"1820",19.559176,-32.898449,8019560,"NBG-233577","NBG","233577","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-32.898449,19.559176,"501-2000m"
"1821",19.22596,-32.649488,8019284,"NBG-159523","NBG","159523","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-32.649488,19.22596,"<500m"
"1822",19.375883,-32.47537,8019259,"NBG-233588","NBG","233588","Restionaceae","Restio","Rhodocoma capensis Steud.","RhodoCapen",-32.47537,19.375883,"<500m"
"1823",19.884136,-34.462574,8019242,"NBG-233701","NBG","233701","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-34.462574,19.884136,"500m - 2000m"
"1824",19.628139,-34.416369,8019643,"NBG-233625","NBG","233625","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-34.416369,19.628139,"501-2000m"
"1825",20.575581,-34.387396,8019253,"NBG-249521","NBG","249521","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-34.387396,20.575581,"GPS"
"1826",20.565942,-34.374815,8019728,"PRE-657927","PRE","657927","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-34.374815,20.565942,"501-2000m"
"1827",21.219398,-33.967615,8019679,"NBG-74811","NBG","74811","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.967615,21.219398,"500m - 2000m"
"1828",22.515807,-33.927081,8019646,"PRE-834478","PRE","834478","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.927081,22.515807,"501-2000m"
"1829",20.920464,-33.888004,8019278,"PRE-711482","PRE","711482","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.888004,20.920464,"501-2000m"
"1830",20.876246,-33.887507,8019620,"NBG-233606","NBG","233606","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.887507,20.876246,"501-2000m"
"1831",20.912422,-33.886114,8019261,"NBG-233702","NBG","233702","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.886114,20.912422,"501-2000m"
"1832",23.977721,-33.852382,8019648,"PRE-834551","PRE","834551","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.852382,23.977721,"501-2000m"
"1833",23.847296,-33.835066,8019723,"PRE-240352","PRE","240352","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.835066,23.847296,"501-2000m"
"1834",20.712091,-33.781066,8019375,"NBG-233678","NBG","233678","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.781066,20.712091,"501-2000m"
"1835",20.725089,-33.781066,8019676,"NBG-233769","NBG","233769","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.781066,20.725089,"501-2000m"
"1836",25.205124,-33.731615,8019276,"PRE-238679","PRE","238679","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.731615,25.205124,"501-2000m"
"1837",23.054723,-33.722083,8019730,"PRE-710842","PRE","710842","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.722083,23.054723,"<500m"
"1838",21.9333,-33.7167,8019630,"NBG-233680","NBG","233680","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.7167,21.9333,"B.Galley"
"1839",21.641944,-33.715901,8019403,"NBG-197754","NBG","197754","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.715901,21.641944,"GPS"
"1840",24.151004,-33.715262,8019622,"NBG-126217","NBG","126217","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.715262,24.151004,"501-2000m"
"1841",21.65485,-33.692155,8019655,"NBG-74815","NBG","74815","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.692155,21.65485,"501-2000m"
"1842",21.648984,-33.678646,8019642,"SAM-237","SAM","237","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.678646,21.648984,"501-2000m"
"1843",23.148311,-33.677339,8019722,"PRE-239836","PRE","239836","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.677339,23.148311,"501-2000m"
"1844",21.520301,-33.66172,8019422,"NBG-233730","NBG","233730","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.66172,21.520301,"501-2000m"
"1845",23.286363,-33.656462,8019678,"PRE-765743","PRE","765743","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.656462,23.286363,"<500m"
"1846",23.8203,-33.647393,8019698,"PRE-62284","PRE","62284","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.647393,23.8203,"501-2000m"
"1847",21.497433,-33.646174,8019288,"NBG-233608","NBG","233608","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.646174,21.497433,"501-2000m"
"1848",21.467406,-33.642172,8019389,"PRE-514051","PRE","514051","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.642172,21.467406,"501-2000m"
"1849",23.802603,-33.638773,8019696,"PRE-62282","PRE","62282","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.638773,23.802603,"501-2000m"
"1850",21.349011,-33.618364,8019368,"NBG-233681","NBG","233681","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.618364,21.349011,"501-2000m"
"1851",20.868186,-33.575359,8019673,"NBG-152495","NBG","152495","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.575359,20.868186,"501-2000m"
"1852",24.782436,-33.572636,8019691,"PRE-62276","PRE","62276","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.572636,24.782436,"501-2000m"
"1853",24.051458,-33.520089,8019599,"NBG-127388","NBG","127388","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.520089,24.051458,"501-2000m"
"1854",20.620586,-33.509718,8019382,"PRE-804925","PRE","804925","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.509718,20.620586,"<500m"
"1855",20.608573,-33.508293,8019322,"PRE-834232","PRE","834232","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.508293,20.608573,"GPS"
"1856",20.624888,-33.508025,8019314,"PRE-801951","PRE","801951","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.508025,20.624888,"501-2000m"
"1857",20.963053,-33.465191,8019339,"PRE-671057","PRE","671057","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.465191,20.963053,"501-2000m"
"1858",21.399247,-33.396246,8019386,"PRE-64940","PRE","64940","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.396246,21.399247,"501-2000m"
"1859",22.054647,-33.357675,8019734,"PRE-728347","PRE","728347","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.357675,22.054647,"501-2000m"
"1860",22.045942,-33.349899,8019600,"NBG-233621","NBG","233621","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.349899,22.045942,"501-2000m"
"1861",22.047917,-33.349212,8019626,"NBG-233610","NBG","233610","Restionaceae","Restio","Rhodocoma fruticosa (Thunb.) H.P.Linder","RhodoFruti",-33.349212,22.047917,"501-2000m"
