V's Barcoda,Precis Barcode,Casherb,Casno,Family,Clade,Scientific_Name,Taxon,Latitude Decimal,Longitude Decimal,Reference Acc,Number of localities,Plant life form ,Growth Form,Growth Form_Vn,Fire response trait,Fire response trait_Vn,,,,,,,,,,
8002228,PRE0229728-0,Null,Null,Asteraceae,Arctotidinae,Arctotis angustifolia L. ,ArctoAngus,-33.815946,19.061241,<500m,25,Perennial herb,Null,PH,Null,Null,,,,,,,,,,
8002239,NBG0211224-0,Null,Null,Asteraceae,Arctotidinae,Arctotis angustifolia L. ,ArctoAngus,-33.81407,19.064525,501-2000m,25,Perennial herb,Null,PH,Null,Null,,,,,,,,,,
8002233,PRE0546958-0,Null,Null,Asteraceae,Arctotidinae,Arctotis angustifolia L. ,ArctoAngus,-33.811455,19.06279,501-2000m,25,Perennial herb,Null,PH,Null,Null,,,,,,,,,,
8002227,NBG0211222-0,Null,Null,Asteraceae,Arctotidinae,Arctotis angustifolia L. ,ArctoAngus,-33.809459,19.067378,<500m,25,Perennial herb,Null,PH,Null,Null,,,,,,,,,,
8002242,PRE0359586-0,Null,Null,Asteraceae,Arctotidinae,Arctotis angustifolia L. ,ArctoAngus,-33.807165,19.060029,501-2000m,25,Perennial herb,Null,PH,Null,Null,,,,,,,,,,
8002232,NBG0193274-0,Null,Null,Asteraceae,Arctotidinae,Arctotis angustifolia L. ,ArctoAngus,-33.806732,19.065605,<500m,25,Perennial herb,Null,PH,Null,Null,,,,,,,,,,
8002241,NBG0168930-0,Null,Null,Asteraceae,Arctotidinae,Arctotis angustifolia L. ,ArctoAngus,-33.806307,19.063269,<500m,25,Perennial herb,Null,PH,Null,Null,,,,,,,,,,
8002211,NBG0033849-0,Null,Null,Asteraceae,Arctotidinae,Arctotis angustifolia L. ,ArctoAngus,-33.512578,18.475283,501-2000m,25,Perennial herb,Null,PH,Null,Null,,,,,,,,,,
8002226,PRE0229725-0,Null,Null,Asteraceae,Arctotidinae,Arctotis angustifolia L. ,ArctoAngus,-32.812703,19.213772,501-2000m,25,Perennial herb,Null,PH,Null,Null,,,,,,,,,,
8001931,PRE0605092-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.831545,19.99592,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001923,PRE0216950-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.598575,20.114513,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001944,PRE0682900-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.593457,20.319794,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001840,PRE0613027-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.45099,20.434961,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001900,PRE0215467-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.383836,21.767858,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001830,PRE0602860-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.362675,21.426876,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001832,PRE0613026-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.341038,21.878754,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001831,PRE0624904-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.207485,21.68288,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001910,PRE0215468-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.166363,24.65479,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001886,PRE0215458-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.140267,18.326341,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001906,PRE0633976-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.132185,18.436171,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001907,PRE0604413-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.097481,18.504725,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001947,PRE0216980-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.07712,18.74744,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001884,PRE0215496-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.075087,20.455599,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001862,PRE0215490-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.036336,22.941375,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001934,PRE0724048-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.013646,24.342858,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001933,PRE0215485-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.003611,23.458858,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001873,PRE0316148-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.995953,22.055939,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001829,PRE0619619-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.985047,21.154833,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001921,PRE0796532-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.976809,18.947777,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001834,PRE0548657-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.934111,18.829933,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001943,PRE0633977-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.932372,18.863447,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001824,PRE0216962-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.906041,24.146301,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001893,PRE0549076-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.905008,18.823461,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001917,PRE0216975-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.889051,19.004202,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001854,PRE0569799-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.862814,19.059571,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001905,PRE0216945-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.76614,20.118311,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001937,PRE0826623-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.622068,19.474882,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001880,PRE0483833-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.582664,18.362871,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001894,PRE0216959-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.569481,18.326144,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001859,PRE0793699-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.533933,20.924732,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001846,PRE0216928-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.492916,22.651579,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001858,PRE0755797-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.469949,20.632556,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001835,PRE0804967-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.463201,20.589196,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001932,PRE0216961-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.428057,18.978476,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001885,PRE0216942-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-32.759727,18.027229,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001874,PRE0568385-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-32.63055556,19.07166667,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001877,PRE0624903-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-32.61331,18.295484,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001848,PRE0216949-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-32.276508,19.21668,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001833,PRE0359575-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-32.040083,18.321478,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001935,PRE0216963-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-31.942446,19.239452,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001950,PRE0215482-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-31.918554,18.713441,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001890,PRE0215486-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-31.806634,18.62837,501-2000m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8001895,PRE0667920-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-31.706955,18.903083,<500m,47,Annual herb,AH ,AH ,OS,OS,,,,,,,,,,
8002495,PRE0613687-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-34.457549,20.399251,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002496,NBG0168924-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-34.455941,20.398239,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002528,PRE0214686-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.915807,18.38667,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002525,118531,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.909576,18.474092,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002498,PRE0214688-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.790553,18.54782,<500m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002551,NBG0193263-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.72328,18.737546,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002550,PRE0642742-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.722577,18.739281,<500m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002534,PRE0214685-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.227394,20.582669,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002515,NBG0185175-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.034284,18.67522,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002546,NBG0168925-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.01989,17.94631,<500m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002489,120235,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.004985,17.943631,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002494,NBG0169382-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.971472,17.935441,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002492,NBG0168923-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.952262,17.89978,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002503,NBG0034010-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.919362,17.981142,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002497,PRE0214748-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.310134,18.3454,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002504,NBG0034011-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.309047,18.34437,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002501,NBG0037675-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.016248,18.310476,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002553,PRE0214680-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-31.918554,18.713441,<500m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002543,120234,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-31.869769,18.683604,501-2000m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8002509,PRE0214684-0,Null,Null,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-31.359654,19.143771,<500m,21,Annual herb,AH,AH,Null,Null,,,,,,,,,,
8001981,PRE0633978-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.467884,20.537648,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002030,PRE0215596-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.451081,20.435462,<500m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8001977,PRE0215601-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.35054,18.922098,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8001990,PRE0552769-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.316152,18.460845,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002032,PRE0682793-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.207093,22.012618,<500m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002011,PRE0216886-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.166363,24.65479,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002012,PRE0216900-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.137048,18.433315,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8001995,PRE0216887-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.136878,18.432354,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002014,PRE0216903-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.077916,18.559365,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002022,PRE0215598-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.055041,22.241989,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8001974,PRE0722197-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.028661,22.792077,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002000,PRE0215592-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.009446,25.349152,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002026,PRE0216913-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.003611,23.458858,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002021,PRE0486267-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.981661,23.550541,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002002,PRE0215593-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.977009,25.64021,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002001,PRE0215594-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.975476,25.646533,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002025,PRE0216914-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.974545,25.645355,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8001979,PRE0534768-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.804408,18.47001,<500m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002013,PRE0216904-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.800056,18.462322,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8001986,PRE0215603-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.756323,18.466819,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002004,PRE0216892-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-32.759727,18.027229,501-2000m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8001973,PRE0216905-0,Null,Null,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-32.188792,18.328705,<500m,23,Perennial herb succulent,PH,PH,Null,Null,,,,,,,,,,
8002697,PRE0744666-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.703309,19.812867,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002719,PRE0532156-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.399119,19.314485,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002681,PRE0773025-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.391094,19.27114,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002669,PRE0214546-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.36163,18.838439,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002714,PRE0574156-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.343939,19.015863,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002692,PRE0295822-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.341646,18.989752,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002711,PRE0214718-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.325183,18.852004,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002694,NBG0156312-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.320685,18.969557,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002679,PRE0574181-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.320047,19.123213,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002668,NBG0169063-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.288734,18.942106,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002703,PRE0214714-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.2,19.15,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002698,NBG0168947-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.052076,18.87146,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002684,PRE0806139-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.998337,18.963092,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002667,PRE0807800-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.998303,18.930334,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002713,PRE0214548-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.996187,18.959767,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002715,PRE0214551-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.994497,18.955893,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002693,NBG0169062-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.992219,18.95451,<500m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002709,PRE0214553-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.991472,18.972981,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002690,PRE0214557-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.98695,18.969075,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002686,NBG0193313-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.986945,18.969075,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002708,PRE0214555-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.983894,18.983185,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002699,NBG0123944-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.94071,18.966106,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002678,PRE0214542-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.934743,19.067797,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002688,NBG0037174-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.730864,19.109016,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002710,PRE0214554-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.694557,19.114546,<500m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002691,PRE0561930-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.61111111,19.1075,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002680,PRE0703965-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.540435,19.169962,<500m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
8002671,NBG0033960-0,Null,Null,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.478238,19.397859,501-2000m,37,Perennial suffrutex,LS,LS,OR,OR,,,,,,,,,,
