"","V.s.Barcoda","Precis.Barcode","Casherb","Casno","Family","Clade","Scientific.Name","Taxon","Latitude.Decimal","Longitude.Decimal","Reference.Acc","Longitude.Decimal.1","Latitude.Decimal.1"
"5406",8016424,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.3833,19.6333,"B.Galley",19.6333,-33.3833
"5407",8016422,"","BOL PRE","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.3833,19.6667,"B.Galley",19.6667,-33.3833
"5408",8016477,"","ZH","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.3713,19.6591,"A.Galley",19.6591,-33.3713
"5409",8016449,"","PRE","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.3667,21.9833,"B.Galley",21.9833,-33.3667
"5410",8016423,"","PRE BOL K","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.35,19.6833,"B.Galley",19.6833,-33.35
"5411",8016425,"","PRE K","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.35,19.8667,"B.Galley",19.8667,-33.35
"5412",8016443,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.35,21.9667,"B.Galley",21.9667,-33.35
"5413",8016450,"","PRE K","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.35,22.05,"B.Galley",22.05,-33.35
"5414",8016478,"","ZH","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.2013,19.604,"A.Galley",19.604,-33.2013
"5415",8016404,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-33.1333,19.1833,"B.Galley",19.1833,-33.1333
"5416",8016398,"","NBG PRE BO","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-32.95,19.35,"B.Galley",19.35,-32.95
"5417",8016399,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-32.9333,19.35,"B.Galley",19.35,-32.9333
"5418",8016395,"","BOL K","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-32.4167,19.2167,"B.Galley",19.2167,-32.4167
"5419",8016393,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-32.3667,19.15,"B.Galley",19.15,-32.3667
"5420",8016396,"","PRE","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-32.3333,19.0667,"B.Galley",19.0667,-32.3333
"5421",8016397,"","BOL","","Poaceae","Pentameris","Pentaschistis rigidissima","PentaRigid",-32.2833,19.1167,"B.Galley",19.1167,-32.2833
"5423",8016515,"","BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-34.0333,18.9833,"501-2000m",18.9833,-34.0333
"5424",8016512,"","BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.5667,19.3833,"B.Galley",19.3833,-33.5667
"5425",8016514,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.5667,19.6,"B.Galley",19.6,-33.5667
"5426",8016518,"","Galley","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.5429,19.4031,"A.Galley",19.4031,-33.5429
"5427",8016506,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.5167,19.3833,"B.Galley",19.3833,-33.5167
"5428",8016511,"","STE PRE","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.5167,19.4,"B.Galley",19.4,-33.5167
"5429",8016497,"","BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.4833,19.4167,"B.Galley",19.4167,-33.4833
"5430",8016500,"","PRE BOL K","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.4667,19.3167,"B.Galley",19.3167,-33.4667
"5431",8016505,"","NBG BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.4667,19.4667,"B.Galley",19.4667,-33.4667
"5432",8016498,"","NBG PRE BO","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.45,19.3167,"B.Galley",19.3167,-33.45
"5433",8016519,"","GALLEY","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.45,19.4344,"A.Galley",19.4344,-33.45
"5434",8016507,"","BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.4333,19.45,"B.Galley",19.45,-33.4333
"5435",8016510,"","BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.4167,19.6667,"B.Galley",19.6667,-33.4167
"5436",8016509,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.3833,19.6333,"B.Galley",19.6333,-33.3833
"5437",8016508,"","BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.3833,19.6667,"B.Galley",19.6667,-33.3833
"5438",8016517,"","ZH","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.3764,19.6716,"A.Galley",19.6716,-33.3764
"5440",8016496,"","NBG","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.1833,19.3,"B.Galley",19.3,-33.1833
"5441",8016494,"","SAM","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-33.1333,19.1667,"B.Galley",19.1667,-33.1333
"5442",8016479,"","PRE","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-32.7833,18.7333,"B.Galley",18.7333,-32.7833
"5443",8016493,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-32.5333,19.2,"B.Galley",19.2,-32.5333
"5444",8016491,"","PRE BOL K","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-32.5167,19.15,"B.Galley",19.15,-32.5167
"5445",8016485,"","BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-32.3667,19.15,"B.Galley",19.15,-32.3667
"5446",8016484,"","BOL","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-32.35,19.1667,"B.Galley",19.1667,-32.35
"5447",8016486,"","PRE","","Poaceae","Pentameris","Pentaschistis rosea ssp purpurasc","PentaRoseP",-32.3333,19.0667,"B.Galley",19.0667,-32.3333
"5452",8016550,"","BOL","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-33.5667,24.7833,"B.Galley",24.7833,-33.5667
"5453",8016549,"","NBG PRE ST","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-33.3333,19.8667,"B.Galley",19.8667,-33.3333
"5454",8016547,"","BOL","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-33.0167,19.1667,"B.Galley",19.1667,-33.0167
"5456",8016543,"","PRE","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.5167,19.15,"B.Galley",19.15,-32.5167
"5457",8016531,"","BOL","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.4833,19.0833,"B.Galley",19.0833,-32.4833
"5458",8016529,"","BOL","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.4833,19.15,"B.Galley",19.15,-32.4833
"5459",8016537,"","BOL","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.4,19.0833,"B.Galley",19.0833,-32.4
"5461",8016541,"","PRE","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.3667,19.0667,"B.Galley",19.0667,-32.3667
"5462",8016530,"","","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.3667,19.1167,"B.Galley",19.1167,-32.3667
"5463",8016528,"","BOL","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.3667,19.15,"B.Galley",19.15,-32.3667
"5464",8016551,"","GALLEY","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.35,19.0733,"A.Galley",19.0733,-32.35
"5465",8016533,"","PRE","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.3333,19.0667,"B.Galley",19.0667,-32.3333
"5466",8016525,"","STE","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.2833,19.1167,"B.Galley",19.1167,-32.2833
"5467",8016526,"","","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.2333,19.1667,"B.Galley",19.1667,-32.2333
"5468",8016527,"","STE","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-32.2,19.2167,"B.Galley",19.2167,-32.2
"5469",8016524,"","PRE GRA","","Poaceae","Pentameris","Pentaschistis rupestris","PentaRupes",-31.7,19.2,"501-2000m",19.2,-31.7
"5479",8016650,"","","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-34.3167,18.9667,"B.Galley",18.9667,-34.3167
"5480",8016649,"","STE","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-34.25,18.9,"B.Galley",18.9,-34.25
"5486",8016642,"","BM","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-34,18.4,"B.Galley",18.4,-34
"5487",8016606,"","BOL","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.9833,18.4167,"B.Galley",18.4167,-33.9833
"5489",8016619,"","K","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.9833,18.9667,"B.Galley",18.9667,-33.9833
"5490",8016613,"","STEPRE","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.9833,18.9833,"B.Galley",18.9833,-33.9833
"5491",8016602,"","SAM","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.9667,18.4167,"501-2000m",18.4167,-33.9667
"5493",8016631,"","BOL","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.9667,24.1,"B.Galley",24.1,-33.9667
"5494",8016637,"","GRA","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.9667,24.7167,"B.Galley",24.7167,-33.9667
"5496",8016604,"","BOL","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.9541,18.4392,"501-2000m",18.4392,-33.9541
"5498",8016625,"","Linder, Hardy a","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.95,21.2167,"A.Galley",21.2167,-33.95
"5500",8016638,"","GRA","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.9333,24.7667,"B.Galley",24.7667,-33.9333
"5503",8016626,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.8833,22.0167,"B.Galley",22.0167,-33.8833
"5504",8016627,"","BOL","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.8833,22.4,"B.Galley",22.4,-33.8833
"5505",8016640,"","GRA","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.8833,24.8333,"B.Galley",24.8333,-33.8833
"5507",8016624,"","STE PRE","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.8167,19.0667,"B.Galley",19.0667,-33.8167
"5508",8016623,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.8167,19.1667,"B.Galley",19.1667,-33.8167
"5509",8016622,"","NBG BOL","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.7,19.1167,"B.Galley",19.1167,-33.7
"5510",8016635,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.5667,24.7833,"B.Galley",24.7833,-33.5667
"5511",8016620,"","BOL","","Poaceae","Pentameris","Pentaschistis tortuosa","PentaTortu",-33.2167,19.0833,"B.Galley",19.0833,-33.2167
"5541",8016724,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.9,19.2,"B.Galley",19.2,-33.9
"5542",8016725,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.8,19.25,"B.Galley",19.25,-33.8
"5543",8016723,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.75,19.2,"B.Galley",19.2,-33.75
"5544",8016726,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.5667,19.6,"B.Galley",19.6,-33.5667
"5545",8016718,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.5167,19.3833,"B.Galley",19.3833,-33.5167
"5546",8016711,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.4833,19.4167,"B.Galley",19.4167,-33.4833
"5547",8016710,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.4667,19.15,"B.Galley",19.15,-33.4667
"5548",8016712,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.4667,19.2833,"B.Galley",19.2833,-33.4667
"5549",8016715,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.4667,19.3167,"B.Galley",19.3167,-33.4667
"5550",8016717,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.4667,19.4667,"B.Galley",19.4667,-33.4667
"5551",8016713,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.45,19.3167,"B.Galley",19.3167,-33.45
"5552",8016722,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.3833,19.6333,"B.Galley",19.6333,-33.3833
"5553",8016720,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.3833,19.6667,"B.Galley",19.6667,-33.3833
"5554",8016721,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.35,19.6833,"B.Galley",19.6833,-33.35
"5555",8016727,"","ZH","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.2263,19.5909,"A.Galley",19.5909,-33.2263
"5556",8016709,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-33.1333,19.1833,"B.Galley",19.1833,-33.1333
"5557",8016703,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-32.5167,18.7833,"B.Galley",18.7833,-32.5167
"5558",8016708,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-32.5167,19.15,"B.Galley",19.15,-32.5167
"5559",8016705,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-32.4833,19.0833,"B.Galley",19.0833,-32.4833
"5560",8016704,"","","","Poaceae","Pentameris","Pentaschistis veneta","PentaVenet",-32.4167,19.2,"B.Galley",19.2,-32.4167
"5565",8014576,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.9667,19.5167,"B.Galley",19.5167,-33.9667
"5566",8014577,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.9667,19.5333,"B.Galley",19.5333,-33.9667
"5567",8014574,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.9167,19.1667,"B.Galley",19.1667,-33.9167
"5568",8014575,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.9,19.1667,"B.Galley",19.1667,-33.9
"5569",8014601,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.8667,23.7,"B.Galley",23.7,-33.8667
"5572",8014565,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.6167,19.1167,"B.Galley",19.1167,-33.6167
"5573",8014569,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.6,19.1167,"B.Galley",19.1167,-33.6
"5574",8014571,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.5667,19.3833,"B.Galley",19.3833,-33.5667
"5575",8014570,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.5667,19.4,"B.Galley",19.4,-33.5667
"5576",8014600,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.5167,23.7333,"B.Galley",23.7333,-33.5167
"5577",8014580,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.5,20.6167,"B.Galley",20.6167,-33.5
"5578",8014558,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.4667,19.3333,"B.Galley",19.3333,-33.4667
"5579",8014559,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.4667,19.4667,"B.Galley",19.4667,-33.4667
"5580",8014599,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.4667,23.6,"B.Galley",23.6,-33.4667
"5581",8014582,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.45,21.2,"B.Galley",21.2,-33.45
"5582",8014596,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.45,23.4667,"B.Galley",23.4667,-33.45
"5583",8014562,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.4333,19.45,"B.Galley",19.45,-33.4333
"5584",8014581,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.4167,21.2167,"B.Galley",21.2167,-33.4167
"5586",8014594,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.3667,22.0667,"B.Galley",22.0667,-33.3667
"5587",8014586,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.35,22.05,"B.Galley",22.05,-33.35
"5590",8014555,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.1333,19.1667,"B.Galley",19.1667,-33.1333
"5591",8014557,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.0667,19.0833,"B.Galley",19.0833,-33.0667
"5592",8014556,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-33.0167,19.1333,"B.Galley",19.1333,-33.0167
"5593",8014549,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-32.9833,19.3167,"B.Galley",19.3167,-32.9833
"5597",8014603,"","ZH","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-32.7501,19.189,"A.Galley",19.189,-32.7501
"5598",8014546,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-32.4,19.0833,"B.Galley",19.0833,-32.4
"5599",8014545,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-32.3667,19.1,"B.Galley",19.1,-32.3667
"5600",8014544,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-32.35,19.1667,"B.Galley",19.1667,-32.35
"5601",8014604,"","GALLEY","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-32.218,19.0753,"A.Galley",19.0753,-32.218
"5602",8014543,"","PRE","","Poaceae","Pentameris","Pentameris distichophylla","PentmDisti",-32.2,19.2167,"B.Galley",19.2167,-32.2
"5609",8014694,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-34.3833,19.2333,"B.Galley",19.2333,-34.3833
"5611",8014693,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-34.3167,19.2833,"B.Galley",19.2833,-34.3167
"5616",8014691,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-34.1167,19.05,"B.Galley",19.05,-34.1167
"5618",8014688,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-34.0333,19.0667,"B.Galley",19.0667,-34.0333
"5619",8014699,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-34,19.6667,"B.Galley",19.6667,-34
"5620",8014623,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9833,18.4167,"501-2000m",18.4167,-33.9833
"5621",8014627,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9833,18.9667,"B.Galley",18.9667,-33.9833
"5622",8014625,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9833,18.9833,"B.Galley",18.9833,-33.9833
"5623",8014653,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9833,20.8167,"B.Galley",20.8167,-33.9833
"5624",8014621,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9667,18.4167,"501-2000m",18.4167,-33.9667
"5625",8014622,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9667,18.4333,"501-2000m",18.4333,-33.9667
"5626",8014645,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9667,19.5167,"B.Galley",19.5167,-33.9667
"5627",8014656,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9667,21.2333,"B.Galley",21.2333,-33.9667
"5629",8014626,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9333,18.9167,"B.Galley",18.9167,-33.9333
"5630",8014640,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9167,19.1667,"B.Galley",19.1667,-33.9167
"5631",8014643,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9167,19.3,"B.Galley",19.3,-33.9167
"5632",8014650,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9167,20.8667,"B.Galley",20.8667,-33.9167
"5633",8014641,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.9,19.1667,"B.Galley",19.1667,-33.9
"5634",8014668,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.8833,22.0167,"B.Galley",22.0167,-33.8833
"5635",8014638,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.8333,19.15,"B.Galley",19.15,-33.8333
"5637",8014670,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.7167,23.05,"B.Galley",23.05,-33.7167
"5638",8014633,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.6833,19.1333,"B.Galley",19.1333,-33.6833
"5639",8014678,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.6667,25.3167,"B.Galley",25.3167,-33.6667
"5640",8014672,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.65,23.2833,"B.Galley",23.2833,-33.65
"5641",8014635,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.6167,19.1,"B.Galley",19.1,-33.6167
"5642",8014636,"","PRE","","Poaceae","Pentameris","Pentameris macrocalycina","PentmMacro",-33.6,19.1167,"B.Galley",19.1167,-33.6
